Source,Destination,Length,Anomaly,File
3232240671,3232240895,114,Normal,esp32_4.pcap
3232240659,3758096635,311,Normal,esp32_4.pcap
3232240683,3232240895,114,Normal,esp32_4.pcap
3232240683,3232240895,114,Normal,esp32_4.pcap
3232240648,4026531834,235,Normal,esp32_13.pcap
3232240694,3758096635,333,Normal,esp32_13.pcap
3232240690,3758096635,281,Normal,esp32_13.pcap
3232240694,3758096635,188,Normal,esp32_13.pcap
3232240694,3758096635,908,Normal,esp32_13.pcap
3232240694,3758096635,367,Normal,esp32_13.pcap
3232240694,3758096635,656,Normal,esp32_13.pcap
3232240694,3758096635,1181,Normal,esp32_13.pcap
3232240694,3232240895,114,Normal,esp32_13.pcap
3232240694,3232240895,114,Normal,esp32_13.pcap
3232240701,3758096635,305,Normal,esp32_13.pcap
3232240694,3758096635,1181,Normal,esp32_13.pcap
3232240694,3232240895,132,Normal,esp32_13.pcap
3232240642,3758096635,119,Normal,esp32_13.pcap
3232240681,3758096635,305,Normal,esp32_13.pcap
3232240694,3232240895,132,Normal,esp32_13.pcap
3232240642,3758096635,119,Normal,esp32_13.pcap
3232240663,4026531834,235,Normal,esp32_13.pcap
3232240690,3758096635,281,Normal,esp32_13.pcap
3232240663,4026531834,235,Normal,esp32_13.pcap
3232240703,3758096635,380,Normal,esp32_13.pcap
3232240703,3758096635,380,Normal,esp32_13.pcap
3232240703,3758096635,818,Normal,esp32_13.pcap
3232240648,3232240895,108,Normal,esp32_13.pcap
3232240703,4026531834,229,Normal,esp32_13.pcap
3232240703,4026531834,229,Normal,esp32_13.pcap
3232240693,3758096635,98,Normal,esp32_13.pcap
3232240693,3758096635,98,Normal,esp32_13.pcap
3232240703,4026531834,240,Normal,esp32_13.pcap
3232240693,3232240895,114,Normal,esp32_13.pcap
3232240693,3758096635,98,Normal,esp32_13.pcap
3232240693,3758096635,98,Normal,esp32_13.pcap
3232240693,3232240895,114,Normal,esp32_13.pcap
3232240703,3758096635,289,Normal,esp32_13.pcap
3232240703,3232240895,189,Normal,esp32_13.pcap
3232240703,3232240895,219,Normal,esp32_13.pcap
3232240701,3758096635,343,Normal,esp32_13.pcap
3232240644,3758096635,358,Normal,esp32_13.pcap
3232240703,4026531834,229,Normal,esp32_13.pcap
3232240693,3232240895,114,Normal,esp32_13.pcap
3232240693,3758096635,98,Normal,esp32_13.pcap
3232240693,3758096635,98,Normal,esp32_13.pcap
3232240703,4026531834,240,Normal,esp32_13.pcap
4526591,4269801472,153,Anomaly,esp32_13.pcap
3232240693,3758096635,98,Normal,esp32_13.pcap
3232240693,3758096635,98,Normal,esp32_13.pcap
3232240693,3232240895,114,Normal,esp32_13.pcap
3232240693,3758096635,98,Normal,esp32_13.pcap
3232240693,3758096635,98,Normal,esp32_13.pcap
3232240693,3758096635,98,Normal,esp32_13.pcap
3232240693,3758096635,98,Normal,esp32_13.pcap
3232240642,3758096635,103,Normal,esp32_13.pcap
3232240686,3758096635,194,Normal,esp32_13.pcap
3232240686,3758096635,246,Normal,esp32_13.pcap
3232240703,3232240895,132,Normal,esp32_13.pcap
3232240686,3758096635,343,Normal,esp32_13.pcap
3232240703,3232240895,132,Normal,esp32_13.pcap
3232240686,3758096635,246,Normal,esp32_13.pcap
3232240693,3758096635,98,Normal,esp32_13.pcap
3232240693,3758096635,98,Normal,esp32_13.pcap
3232240693,3758096635,98,Normal,esp32_13.pcap
3232240693,3758096635,98,Normal,esp32_13.pcap
3232240686,3758096635,194,Normal,esp32_13.pcap
3232240694,4026531834,240,Normal,esp32_13.pcap
3232240686,3758096635,194,Normal,esp32_13.pcap
3232240694,3758096635,283,Normal,esp32_13.pcap
3232240693,4026531834,239,Normal,esp32_13.pcap
3232240693,4026531834,239,Normal,esp32_13.pcap
3232240688,3758096635,101,Normal,esp32_13.pcap
3232240694,3758096635,972,Normal,esp32_13.pcap
3232240703,3758096635,176,Normal,esp32_13.pcap
3232240686,3758096635,366,Normal,esp32_13.pcap
3232240694,4026531834,240,Normal,esp32_13.pcap
3232240693,4026531834,239,Normal,esp32_13.pcap
3232240694,3758096635,972,Normal,esp32_13.pcap
3232240693,4026531834,239,Normal,esp32_13.pcap
3232240694,3758096635,1023,Normal,esp32_13.pcap
3232240688,4026531834,239,Normal,esp32_13.pcap
3232240688,4026531834,239,Normal,esp32_13.pcap
3232240678,3758096635,146,Normal,esp32_13.pcap
3232240694,3758096635,698,Normal,esp32_13.pcap
3232240688,4026531834,239,Normal,esp32_13.pcap
3232240688,4026531834,239,Normal,esp32_13.pcap
3232240688,4026531834,239,Normal,esp32_13.pcap
3232240686,3758096635,584,Normal,esp32_13.pcap
3232240703,3758096635,841,Normal,esp32_13.pcap
3232240648,4026531834,189,Normal,esp32_13.pcap
3232240648,3758096635,109,Normal,esp32_13.pcap
3232240693,3232240895,114,Normal,esp32_13.pcap
3232240693,3758096635,99,Normal,esp32_13.pcap
3232240693,3758096635,99,Normal,esp32_13.pcap
3232240683,3758096635,1371,Normal,esp32_13.pcap
3232240663,3758096635,223,Normal,esp32_13.pcap
3232240688,3758096635,129,Normal,esp32_13.pcap
3232240693,3758096635,93,Normal,esp32_13.pcap
3232240693,3232240895,114,Normal,esp32_13.pcap
3232240693,3758096635,93,Normal,esp32_13.pcap
3232240693,3758096635,93,Normal,esp32_13.pcap
3232240704,3758096635,190,Normal,esp32_13.pcap
3232240693,3232240895,114,Normal,esp32_13.pcap
3232240693,3232240895,114,Normal,esp32_13.pcap
3232240688,3758096635,132,Normal,esp32_13.pcap
3232240663,3758096635,147,Normal,esp32_13.pcap
3232240675,4026531834,239,Normal,esp32_13.pcap
3232240678,3758096635,343,Normal,esp32_13.pcap
3232240675,4026531834,239,Normal,esp32_13.pcap
3232240688,3758096635,137,Normal,esp32_13.pcap
3232240693,3758096635,99,Normal,esp32_13.pcap
3232240693,3758096635,99,Normal,esp32_13.pcap
3232240693,3758096635,99,Normal,esp32_13.pcap
3232240686,3758096635,389,Normal,esp32_13.pcap
3232240693,3232240895,114,Normal,esp32_13.pcap
3232240697,3758096635,141,Normal,esp32_13.pcap
3232240704,3758096635,328,Normal,esp32_13.pcap
3232240692,3758096635,146,Normal,esp32_13.pcap
3232240678,3758096635,366,Normal,esp32_13.pcap
3232240675,3758096635,107,Normal,esp32_13.pcap
3232240675,3758096635,107,Normal,esp32_13.pcap
3232240703,3758096635,193,Normal,esp32_13.pcap
3232240703,3758096635,193,Normal,esp32_13.pcap
3232240686,3758096635,125,Normal,esp32_13.pcap
3232240703,3758096635,208,Normal,esp32_13.pcap
3232240663,4026531834,189,Normal,esp32_13.pcap
3232240648,3758096635,104,Normal,esp32_13.pcap
3232240703,3758096635,193,Normal,esp32_13.pcap
3232240648,3758096635,104,Normal,esp32_13.pcap
3232240642,3758096635,103,Normal,esp32_13.pcap
4526591,4269801472,153,Anomaly,esp32_13.pcap
3232240704,3758096635,343,Normal,esp32_13.pcap
3232240693,3232240895,114,Normal,esp32_13.pcap
3232240678,3758096635,146,Normal,esp32_13.pcap
3232240702,3758096635,104,Normal,esp32_13.pcap
3232240702,4026531834,239,Normal,esp32_13.pcap
3232240702,3758096635,104,Normal,esp32_13.pcap
3232240702,3758096635,104,Normal,esp32_13.pcap
3232240693,3758096635,98,Normal,esp32_13.pcap
3232240693,3758096635,98,Normal,esp32_13.pcap
3232240693,3232240895,114,Normal,esp32_13.pcap
3232240702,3758096635,104,Normal,esp32_13.pcap
3232240702,3758096635,104,Normal,esp32_13.pcap
3232240702,3758096635,104,Normal,esp32_13.pcap
3232240693,3232240895,114,Normal,esp32_13.pcap
3232240703,3232240895,114,Normal,esp32_13.pcap
3232240703,3758096635,193,Normal,esp32_13.pcap
3232240693,3758096635,98,Normal,esp32_13.pcap
3232240693,3758096635,98,Normal,esp32_13.pcap
3232240693,3758096635,98,Normal,esp32_13.pcap
3232240703,3232240895,114,Normal,esp32_13.pcap
3232240702,3758096635,104,Normal,esp32_13.pcap
3232240702,3758096635,104,Normal,esp32_13.pcap
3232240703,3758096635,193,Normal,esp32_13.pcap
3232240693,3232240895,114,Normal,esp32_13.pcap
3232240664,4026531834,239,Normal,esp32_13.pcap
3232240693,3758096635,98,Normal,esp32_13.pcap
3232240693,3758096635,98,Normal,esp32_13.pcap
3232240693,3758096635,98,Normal,esp32_13.pcap
3232240664,4026531834,239,Normal,esp32_13.pcap
3232240648,3232240895,108,Normal,esp32_13.pcap
3232240703,3758096635,193,Normal,esp32_13.pcap
3232240664,4026531834,239,Normal,esp32_13.pcap
3232240703,3758096635,193,Normal,esp32_13.pcap
3232240703,3758096635,193,Normal,esp32_13.pcap
3232240678,3758096635,327,Normal,esp32_17.pcap
3232240688,3758096635,101,Normal,esp32_17.pcap
3232240663,4026531834,235,Normal,esp32_17.pcap
3232240663,4026531834,235,Normal,esp32_17.pcap
3232240663,3232240895,108,Normal,esp32_17.pcap
3232240707,3758096635,388,Normal,esp32_17.pcap
3232240707,3758096635,388,Normal,esp32_17.pcap
3232240707,3758096635,291,Normal,esp32_17.pcap
3232240688,3758096635,110,Normal,esp32_17.pcap
3232240688,3758096635,138,Normal,esp32_17.pcap
3232240707,3758096635,1346,Normal,esp32_17.pcap
3232240691,3758096635,182,Normal,esp32_17.pcap
3232240707,3758096635,153,Normal,esp32_17.pcap
3232240707,4026531834,229,Normal,esp32_17.pcap
3232240693,3232240895,114,Normal,esp32_17.pcap
3232240693,3758096635,98,Normal,esp32_17.pcap
3232240693,3758096635,98,Normal,esp32_17.pcap
3232240707,4026531834,229,Normal,esp32_17.pcap
3232240707,3758096635,211,Normal,esp32_17.pcap
3232240707,3232240895,132,Normal,esp32_17.pcap
3232240688,3758096635,124,Normal,esp32_17.pcap
3232240707,3758096635,223,Normal,esp32_17.pcap
3232240693,3232240895,114,Normal,esp32_17.pcap
3232240707,3232240895,132,Normal,esp32_17.pcap
3232240703,4026531834,240,Normal,esp32_17.pcap
3232240690,3758096635,122,Normal,esp32_17.pcap
3232240707,3758096635,211,Normal,esp32_17.pcap
3232240691,3758096635,480,Normal,esp32_17.pcap
3232240703,3758096635,459,Normal,esp32_17.pcap
3232240706,3758096635,467,Normal,esp32_17.pcap
3232240707,3758096635,523,Normal,esp32_17.pcap
3232240688,3758096635,132,Normal,esp32_17.pcap
3232240707,3758096635,1513,Normal,esp32_17.pcap
3232240707,3758096635,217,Normal,esp32_17.pcap
3232240693,3232240895,114,Normal,esp32_17.pcap
3232240693,4026531834,239,Normal,esp32_17.pcap
3232240688,4026531834,239,Normal,esp32_17.pcap
3232240688,4026531834,239,Normal,esp32_17.pcap
3232240694,4026531834,240,Normal,esp32_17.pcap
3232240707,3758096635,361,Normal,esp32_17.pcap
3232240693,4026531834,239,Normal,esp32_17.pcap
3232240693,4026531834,239,Normal,esp32_17.pcap
3232240648,3758096635,97,Normal,esp32_17.pcap
3232240648,3758096635,97,Normal,esp32_17.pcap
3232240688,4026531834,239,Normal,esp32_17.pcap
3232240688,4026531834,239,Normal,esp32_17.pcap
3232240648,3758096635,97,Normal,esp32_17.pcap
3232240707,3758096635,1383,Normal,esp32_17.pcap
3232240694,3758096635,101,Normal,esp32_17.pcap
3232240706,3232240895,114,Normal,esp32_17.pcap
3232240648,3758096635,108,Normal,esp32_17.pcap
3232240648,3758096635,109,Normal,esp32_17.pcap
3232240706,3758096635,685,Normal,esp32_17.pcap
3232240664,3232240895,265,Normal,esp32_17.pcap
3232240706,3232240895,114,Normal,esp32_17.pcap
3232240648,3758096635,117,Normal,esp32_17.pcap
3232240675,4026531834,239,Normal,esp32_17.pcap
3232240675,4026531834,239,Normal,esp32_17.pcap
3232240690,3758096635,343,Normal,esp32_17.pcap
3232240675,4026531834,239,Normal,esp32_17.pcap
3232240675,4026531834,239,Normal,esp32_17.pcap
3232240675,4026531834,239,Normal,esp32_17.pcap
3232240705,4026531834,239,Normal,esp32_17.pcap
3232240675,4026531834,239,Normal,esp32_17.pcap
3232240675,4026531834,239,Normal,esp32_17.pcap
3232240705,4026531834,239,Normal,esp32_17.pcap
3232240678,3758096635,367,Normal,esp32_17.pcap
3232240694,3758096635,101,Normal,esp32_17.pcap
3232235626,3758096635,1324,Normal,esp32_17.pcap
3232235626,3758096635,1324,Normal,esp32_17.pcap
3232235626,3758096635,330,Normal,esp32_17.pcap
3232235626,3758096635,1482,Anomaly,esp32_17.pcap
3232235626,3758096635,330,Normal,esp32_17.pcap
3232235626,3758096635,330,Normal,esp32_17.pcap
3232235626,3758096635,330,Normal,esp32_17.pcap
3232235626,3758096635,390,Anomaly,esp32_17.pcap
3232240708,3758096635,483,Normal,esp32_17.pcap
3232240708,3758096635,483,Normal,esp32_17.pcap
3232240708,3758096635,483,Normal,esp32_17.pcap
3232240708,3758096635,287,Normal,esp32_17.pcap
3232240708,3758096635,648,Normal,esp32_17.pcap
3232240708,3758096635,1508,Normal,esp32_17.pcap
3232240708,3758096635,287,Normal,esp32_17.pcap
3232240708,4026531834,230,Normal,esp32_17.pcap
3232240702,4026531834,239,Normal,esp32_17.pcap
3232240702,4026531834,239,Normal,esp32_17.pcap
3232240644,3758096635,161,Normal,esp32_17.pcap
3232240708,3758096635,686,Normal,esp32_17.pcap
3232240708,4026531834,230,Normal,esp32_17.pcap
3232240693,3758096635,98,Normal,esp32_17.pcap
3232240693,3758096635,98,Normal,esp32_17.pcap
3232240702,4026531834,239,Normal,esp32_17.pcap
3232240702,4026531834,239,Normal,esp32_17.pcap
3232240693,3232240895,114,Normal,esp32_17.pcap
3232240693,3758096635,98,Normal,esp32_17.pcap
3232240693,3758096635,98,Normal,esp32_17.pcap
3232240693,3232240895,114,Normal,esp32_17.pcap
3232240708,3232240895,132,Normal,esp32_17.pcap
3232240693,3758096635,98,Normal,esp32_17.pcap
3232240702,4026531834,239,Normal,esp32_17.pcap
3232240702,4026531834,239,Normal,esp32_17.pcap
3232240693,3758096635,98,Normal,esp32_17.pcap
3232240693,3758096635,98,Normal,esp32_17.pcap
3232240693,3232240895,114,Normal,esp32_17.pcap
3232240693,3758096635,98,Normal,esp32_17.pcap
3232240693,3758096635,98,Normal,esp32_17.pcap
3232240693,3758096635,98,Normal,esp32_17.pcap
3232240693,3758096635,98,Normal,esp32_17.pcap
3232240693,3232240895,114,Normal,esp32_17.pcap
3232240693,3758096635,98,Normal,esp32_17.pcap
3232240693,3758096635,98,Normal,esp32_17.pcap
3232240693,3758096635,98,Normal,esp32_17.pcap
3232240693,3758096635,98,Normal,esp32_17.pcap
3232240707,3758096635,174,Normal,esp32_17.pcap
3232240693,3232240895,114,Normal,esp32_17.pcap
3232240693,3758096635,98,Normal,esp32_17.pcap
3232240693,3758096635,98,Normal,esp32_17.pcap
3232240693,3758096635,98,Normal,esp32_17.pcap
3232240693,3758096635,98,Normal,esp32_17.pcap
3232240707,3758096635,174,Normal,esp32_17.pcap
3232240663,3232240895,108,Normal,esp32_17.pcap
3232240701,3758096635,403,Normal,esp32_17.pcap
3232240664,4026531834,239,Normal,esp32_17.pcap
3232240693,3232240895,114,Normal,esp32_17.pcap
3232240693,3758096635,98,Normal,esp32_17.pcap
3232240693,3758096635,98,Normal,esp32_17.pcap
3232240693,3758096635,98,Normal,esp32_17.pcap
3232240693,3758096635,98,Normal,esp32_17.pcap
3232240707,3758096635,174,Normal,esp32_17.pcap
3232240688,3758096635,137,Normal,esp32_17.pcap
3232240707,3758096635,174,Normal,esp32_17.pcap
3232240688,3758096635,137,Normal,esp32_17.pcap
3232240707,3758096635,1504,Normal,esp32_17.pcap
3232240693,3232240895,114,Normal,esp32_17.pcap
3232240708,3758096635,174,Normal,esp32_17.pcap
3232240707,3758096635,174,Normal,esp32_17.pcap
3232240688,3758096635,137,Normal,esp32_17.pcap
3232240644,3758096635,418,Normal,esp32_17.pcap
3232240688,3758096635,130,Normal,esp32_17.pcap
3232240688,3758096635,165,Normal,esp32_17.pcap
3232240671,4026531834,239,Normal,esp32_17.pcap
3232240708,3758096635,602,Normal,esp32_17.pcap
3232240708,3758096635,255,Normal,esp32_17.pcap
3232240708,3758096635,159,Normal,esp32_17.pcap
3232240688,3758096635,130,Normal,esp32_17.pcap
3232240708,3758096635,646,Normal,esp32_17.pcap
3232240688,3758096635,132,Normal,esp32_17.pcap
3232240708,3758096635,429,Normal,esp32_17.pcap
3232240708,3758096635,255,Normal,esp32_17.pcap
3232240688,3758096635,130,Normal,esp32_17.pcap
3232240707,3758096635,523,Normal,esp32_17.pcap
3232240663,3758096635,147,Normal,esp32_17.pcap
3232240708,3758096635,159,Normal,esp32_17.pcap
3232240708,3758096635,313,Normal,esp32_17.pcap
3232240671,4026531834,239,Normal,esp32_17.pcap
3232240688,3758096635,130,Normal,esp32_17.pcap
3232240659,3758096635,588,Normal,esp32_8.pcap
3232240693,3232240895,114,Normal,esp32_8.pcap
3232240693,3232240895,114,Normal,esp32_8.pcap
3232240693,3758096635,98,Normal,esp32_8.pcap
3232240693,3758096635,98,Normal,esp32_8.pcap
3232240693,3232240895,114,Normal,esp32_8.pcap
3232240693,3758096635,98,Normal,esp32_8.pcap
3232240693,3758096635,98,Normal,esp32_8.pcap
3232240693,3758096635,98,Normal,esp32_8.pcap
3232240693,3758096635,98,Normal,esp32_8.pcap
3232240671,4026531834,239,Normal,esp32_8.pcap
3232240659,3758096635,588,Normal,esp32_8.pcap
3232240694,3758096635,101,Normal,esp32_8.pcap
3232240694,3758096635,101,Normal,esp32_8.pcap
3232240697,3758096635,141,Normal,esp32_8.pcap
3232240663,3758096635,450,Normal,esp32_8.pcap
3232240688,3758096635,132,Normal,esp32_8.pcap
3232240671,3758096635,464,Normal,esp32_8.pcap
3232240663,3758096635,147,Normal,esp32_8.pcap
3232240694,3758096635,101,Normal,esp32_8.pcap
3232240691,3758096635,153,Normal,esp32_8.pcap
3232240683,4026531834,240,Normal,esp32_8.pcap
3232240691,3758096635,153,Normal,esp32_8.pcap
3232240692,3758096635,305,Normal,esp32_8.pcap
3232240694,3232240895,132,Normal,esp32_8.pcap
3232240692,3758096635,224,Normal,esp32_8.pcap
3232240688,3758096635,138,Normal,esp32_8.pcap
3232240663,3758096635,450,Normal,esp32_8.pcap
3232240688,3758096635,132,Normal,esp32_8.pcap
3232240671,3758096635,464,Normal,esp32_8.pcap
3232240693,3758096635,98,Normal,esp32_8.pcap
3232240693,3758096635,98,Normal,esp32_8.pcap
3232240693,3758096635,98,Normal,esp32_8.pcap
3478015,4269801472,137,Normal,esp32_8.pcap
3232240644,3758096635,320,Normal,esp32_8.pcap
3232240688,3758096635,138,Normal,esp32_8.pcap
3232240659,3758096635,588,Normal,esp32_8.pcap
3232240680,4026531834,239,Normal,esp32_8.pcap
3232240693,3758096635,98,Normal,esp32_8.pcap
3232240693,3758096635,98,Normal,esp32_8.pcap
3232240693,3758096635,98,Normal,esp32_8.pcap
3232240691,4026531834,240,Normal,esp32_8.pcap
3232240693,3232240895,114,Normal,esp32_8.pcap
3232240693,3758096635,98,Normal,esp32_8.pcap
3232240693,3758096635,98,Normal,esp32_8.pcap
3232240693,3758096635,98,Normal,esp32_8.pcap
3232240693,3758096635,98,Normal,esp32_8.pcap
3232240691,4026531834,240,Normal,esp32_8.pcap
3232240659,3758096635,588,Normal,esp32_8.pcap
3232240693,3232240895,114,Normal,esp32_8.pcap
3232240693,3758096635,98,Normal,esp32_8.pcap
3232240693,3758096635,98,Normal,esp32_8.pcap
3232240693,3758096635,98,Normal,esp32_8.pcap
3232240693,3758096635,98,Normal,esp32_8.pcap
3232240692,3758096635,305,Normal,esp32_8.pcap
3232240680,4026531834,239,Normal,esp32_8.pcap
3232240680,4026531834,239,Normal,esp32_8.pcap
3232240690,3758096635,122,Normal,esp32_8.pcap
3232240648,3758096635,99,Normal,esp32_8.pcap
3232240648,3758096635,104,Normal,esp32_8.pcap
3232240686,3758096635,261,Normal,esp32_8.pcap
3232240675,3758096635,107,Normal,esp32_8.pcap
3232240648,3758096635,104,Normal,esp32_8.pcap
3232240693,3232240895,114,Normal,esp32_8.pcap
3232240686,3758096635,261,Normal,esp32_8.pcap
3232240693,3758096635,98,Normal,esp32_8.pcap
3232240693,3758096635,98,Normal,esp32_8.pcap
4526591,4269801472,153,Anomaly,esp32_8.pcap
3232240693,3232240895,114,Normal,esp32_8.pcap
3232240686,3758096635,261,Normal,esp32_8.pcap
3232240688,3758096635,101,Normal,esp32_8.pcap
3232240648,3758096635,97,Normal,esp32_8.pcap
3232240681,3758096635,261,Normal,esp32_0.pcap
3232240693,3232240895,114,Anomaly,esp32_0.pcap
3232240680,4026531834,239,Normal,esp32_0.pcap
3232240693,3232240895,114,Normal,esp32_3.pcap
3232240692,3758096635,146,Normal,esp32_3.pcap
3232240693,3758096635,98,Normal,esp32_3.pcap
3232240693,3232240895,114,Normal,esp32_3.pcap
3232240692,3758096635,146,Normal,esp32_3.pcap
3232240693,3232240895,114,Normal,esp32_3.pcap
3232240693,3758096635,98,Normal,esp32_3.pcap
3232240693,3758096635,98,Normal,esp32_3.pcap
3232240693,3758096635,98,Normal,esp32_3.pcap
3232240693,3758096635,98,Normal,esp32_3.pcap
3232240693,3232240895,114,Normal,esp32_3.pcap
3232240671,3232240895,114,Normal,esp32_3.pcap
3232240671,3232240895,114,Normal,esp32_3.pcap
3232240663,3232240895,114,Normal,esp32_3.pcap
3232240683,3232240895,114,Normal,esp32_3.pcap
3232240688,3758096635,101,Normal,esp32_3.pcap
3232240663,3232240895,114,Normal,esp32_3.pcap
3232240683,3232240895,114,Normal,esp32_3.pcap
3232240683,3232240895,114,Normal,esp32_3.pcap
3232240693,3232240895,114,Normal,esp32_3.pcap
3232240659,3758096635,166,Normal,esp32_3.pcap
3232240659,3758096635,588,Normal,esp32_3.pcap
3232240648,4026531834,235,Normal,esp32_3.pcap
3232240692,3758096635,146,Normal,esp32_3.pcap
3232240692,3758096635,146,Normal,esp32_3.pcap
3232240692,3758096635,261,Normal,esp32_3.pcap
3232240688,3758096635,128,Normal,esp32_3.pcap
3232240683,3758096635,143,Normal,esp32_3.pcap
3232240693,3232240895,114,Normal,esp32_3.pcap
3232240659,3758096635,588,Normal,esp32_3.pcap
3232240663,4026531834,235,Normal,esp32_3.pcap
3232240663,4026531834,235,Normal,esp32_3.pcap
3232240659,3758096635,159,Normal,esp32_3.pcap
3232240659,3758096635,159,Normal,esp32_3.pcap
3232240693,3758096635,98,Normal,esp32_3.pcap
3232240693,3758096635,98,Normal,esp32_3.pcap
3232240693,3232240895,114,Normal,esp32_3.pcap
3232240693,3758096635,98,Normal,esp32_3.pcap
3232240693,3232240895,114,Normal,esp32_3.pcap
3232240693,3758096635,98,Normal,esp32_3.pcap
3232240693,3232240895,114,Normal,esp32_3.pcap
3232240693,3758096635,98,Normal,esp32_3.pcap
3232240693,3758096635,98,Normal,esp32_3.pcap
3232240693,3758096635,98,Normal,esp32_3.pcap
3232240693,3758096635,98,Normal,esp32_3.pcap
3232240693,4026531834,239,Normal,esp32_3.pcap
3232240693,4026531834,239,Normal,esp32_3.pcap
3232240648,3232240895,108,Anomaly,esp32_3.pcap
3232240693,4026531834,239,Normal,esp32_3.pcap
3232240693,4026531834,239,Normal,esp32_3.pcap
3232240688,4026531834,239,Normal,esp32_3.pcap
3232240688,4026531834,239,Normal,esp32_3.pcap
3232240688,4026531834,239,Normal,esp32_3.pcap
3232240675,4026531834,239,Normal,esp32_3.pcap
3232240675,4026531834,239,Normal,esp32_3.pcap
3232240675,4026531834,239,Normal,esp32_3.pcap
3232240675,4026531834,239,Normal,esp32_3.pcap
3232240675,3758096635,107,Normal,esp32_3.pcap
3232240648,3758096635,97,Normal,esp32_3.pcap
3232240675,3758096635,107,Normal,esp32_3.pcap
3232240688,3758096635,101,Normal,esp32_3.pcap
3232240644,3758096635,320,Normal,esp32_3.pcap
3232240688,3758096635,138,Normal,esp32_3.pcap
3232240644,3758096635,161,Normal,esp32_3.pcap
3232240659,3758096635,235,Normal,esp32_3.pcap
3232240659,3758096635,235,Normal,esp32_3.pcap
3232240659,3758096635,235,Normal,esp32_3.pcap
3232240702,3232240895,132,Normal,esp32_12.pcap
3232240664,4026531834,239,Normal,esp32_12.pcap
3232240664,3232240895,114,Normal,esp32_12.pcap
3232240702,3232240895,132,Normal,esp32_12.pcap
3232240702,3758096635,103,Normal,esp32_12.pcap
3232240688,3758096635,103,Normal,esp32_12.pcap
3232240702,3758096635,104,Normal,esp32_12.pcap
4526591,4269801472,153,Anomaly,esp32_12.pcap
3232240664,4026531834,239,Normal,esp32_12.pcap
3232240692,3758096635,146,Normal,esp32_12.pcap
3232240702,3232240895,114,Normal,esp32_12.pcap
3232240702,4026531834,239,Normal,esp32_12.pcap
3232240671,4026531834,239,Normal,esp32_12.pcap
3232240702,4026531834,239,Normal,esp32_12.pcap
3232240702,3232240895,132,Normal,esp32_12.pcap
3232240664,4026531834,239,Normal,esp32_12.pcap
3232240664,4026531834,197,Normal,esp32_12.pcap
3232240664,4026531834,189,Normal,esp32_12.pcap
3232240702,3758096635,104,Normal,esp32_12.pcap
3232240702,3758096635,104,Normal,esp32_12.pcap
3232240659,3758096635,588,Normal,esp32_12.pcap
3232240664,4026531834,720,Normal,esp32_12.pcap
3232240702,4026531834,239,Normal,esp32_12.pcap
3232240702,3232240895,114,Normal,esp32_12.pcap
3232240671,4026531834,239,Normal,esp32_12.pcap
3232240702,4026531834,239,Normal,esp32_12.pcap
3232240692,3758096635,146,Normal,esp32_12.pcap
3232240664,4026531834,720,Normal,esp32_12.pcap
3232240702,3758096635,104,Normal,esp32_12.pcap
3232240702,3758096635,104,Normal,esp32_12.pcap
3232240702,3758096635,104,Normal,esp32_12.pcap
3232240702,3758096635,104,Normal,esp32_12.pcap
3232240702,3758096635,104,Normal,esp32_12.pcap
3232240702,3758096635,104,Normal,esp32_12.pcap
3232240702,4026531834,239,Normal,esp32_12.pcap
3232240659,3758096635,588,Normal,esp32_12.pcap
3232240664,4026531834,720,Normal,esp32_12.pcap
3232240664,4026531834,720,Normal,esp32_12.pcap
3232240663,3232240895,108,Normal,esp32_12.pcap
3232240683,3758096635,1149,Normal,esp32_12.pcap
3232240664,4026531834,720,Normal,esp32_12.pcap
3232240664,4026531834,720,Normal,esp32_12.pcap
3232240678,3758096635,305,Normal,esp32_12.pcap
3232240665,3758096635,314,Normal,esp32_12.pcap
3232240663,3758096635,450,Normal,esp32_12.pcap
3232240659,3758096635,588,Normal,esp32_12.pcap
3232240664,4026531834,720,Normal,esp32_12.pcap
3232240678,3758096635,305,Normal,esp32_12.pcap
3232240664,4026531834,720,Normal,esp32_12.pcap
3232240664,4026531834,720,Normal,esp32_12.pcap
3232240665,3758096635,193,Normal,esp32_12.pcap
3232240678,3758096635,305,Normal,esp32_12.pcap
3232240665,3758096635,314,Normal,esp32_12.pcap
3232240663,3758096635,450,Normal,esp32_12.pcap
3232240693,3758096635,98,Normal,esp32_12.pcap
3232240693,3232240895,114,Normal,esp32_12.pcap
3232240693,3232240895,114,Normal,esp32_12.pcap
3232240686,3758096635,194,Normal,esp32_12.pcap
3232240693,3232240895,114,Normal,esp32_12.pcap
3232240659,3758096635,430,Normal,esp32_12.pcap
3232240686,3758096635,194,Normal,esp32_12.pcap
3232240686,3758096635,246,Normal,esp32_12.pcap
3232240686,3758096635,305,Normal,esp32_12.pcap
3232240680,4026531834,239,Normal,esp32_12.pcap
3232240693,3758096635,98,Normal,esp32_12.pcap
3232240693,3758096635,98,Normal,esp32_12.pcap
3232240693,3232240895,114,Normal,esp32_12.pcap
3232240686,3758096635,125,Normal,esp32_12.pcap
3232240659,3758096635,430,Normal,esp32_12.pcap
3232240686,3758096635,146,Normal,esp32_12.pcap
3232240686,3758096635,125,Normal,esp32_12.pcap
3232240696,3758096635,404,Normal,esp32_12.pcap
